Date,Open,High,Low,Close,Volume,Dividends
2020-12-24,130.51539615357294,132.64228354719603,130.29674290294187,131.16140747070312,54930100,0.0
2020-12-28,133.16903940704694,136.4985046247896,132.69196948142917,135.8524932861328,124486200,0.0
2020-12-29,137.2041640089342,137.93962028736783,133.5168886855658,134.04364013671875,121047300,0.0
2020-12-30,134.7492846750138,135.15677618878598,132.58263394627838,132.9006805419922,96452100,0.0
2020-12-31,133.25848164014786,133.91444140065303,130.9129409650997,131.8769989013672,99116600,0.0
2021-01-04,132.7019299263969,132.7913748585587,125.98334618553814,128.6171112060547,143301900,0.0
2021-01-05,128.10028483326948,130.9328288271073,127.64309660027507,130.20729064941406,97664900,0.0
2021-01-06,126.93746609797095,130.24706514663714,125.60567227912753,125.82432556152344,155088000,0.0
2021-01-07,127.57354628560186,130.8235154303766,127.07660975678061,130.11785888671875,109578200,0.0
2021-01-08,131.61858241454448,131.81736912911833,129.43206504190618,131.2409210205078,105158200,0.0
2021-01-11,128.39846305733934,129.3724544099275,127.71268821944076,128.1897430419922,100384500,0.0
2021-01-12,127.71268405765785,128.89539538705208,126.08273289886468,128.01084899902344,91951100,0.0
2021-01-13,127.97107374805242,130.64459437167565,127.7027389744133,130.08802795410156,88636800,0.0
2021-01-14,129.9985976762556,130.19736925274194,127.9710881663171,128.12017822265625,90221800,0.0
2021-01-15,127.99095874031573,129.42213823100548,126.22186608246253,126.36100769042969,111598500,0.0
2021-01-19,126.9970943921661,127.92140419479874,126.16224468774232,127.04679107666016,90757300,0.0
2021-01-20,127.8717068409086,131.67824234068178,127.76238020171358,131.22105407714844,104319500,0.0
2021-01-21,132.9802201410984,138.8142502241083,132.77150012312978,136.03140258789062,120150900,0.0
2021-01-22,135.44501185006317,138.99314575573413,134.19273732380793,138.21792602539062,114459400,0.0
2021-01-25,142.19340155601532,144.20101387345147,135.7033976366069,142.0443115234375,157611700,0.0
2021-01-26,142.72017399380002,143.4158820857359,140.50382620515572,142.28286743164062,98390600,0.0
2021-01-27,142.5511915581706,143.41587134689354,139.5497061340958,141.18959045410156,140843800,0.0
2021-01-28,138.66514952033248,141.1200167658591,135.8624206980369,136.25003051757812,142621100,0.0
2021-01-29,134.99775725277252,135.90218522759778,129.41219643141952,131.15147399902344,177523800,0.0
2021-02-01,132.93049018092253,134.55050773658283,130.12776153851365,133.31809997558594,106239800,0.0
2021-02-02,134.8983743850827,135.4748225292844,133.78524150816793,134.1629180908203,83305400,0.0
2021-02-03,134.92819525200724,134.9381436879628,132.79137433278675,133.11935424804688,89880900,0.0
2021-02-04,135.4648997882876,136.55815104443272,133.76537019955126,136.5482177734375,84183100,0.0
2021-02-05,136.71244066662337,136.7821078356585,135.22935163476987,136.1251678466797,75693800,0.205
2021-02-08,135.39857030890502,136.32426130241197,134.29372213547043,136.2744903564453,71297200,0.0
2021-02-09,135.98581588626496,137.2399767860381,135.21940110080243,135.37864685058594,76774200,0.0
2021-02-10,135.84645697168816,136.35409927715415,133.77611048803575,134.7615203857422,73046600,0.0
2021-02-11,135.26916139321008,135.7568923359271,133.1490589417166,134.50274658203125,64280000,0.0
2021-02-12,133.7263534408467,134.9008685912037,133.06941351541425,134.74160766601562,60145100,0.0
2021-02-16,134.86108899976793,135.3786643323281,132.1736096891905,132.57176208496094,80576300,0.0
2021-02-17,130.6407665314243,131.60626522101725,128.86903011273978,130.232666015625,97918500,0.0
2021-02-18,128.60025258916744,129.39654203930863,126.81856842378926,129.10789489746094,96856700,0.0
2021-02-19,129.6354590039642,130.10327857866062,128.20214074855053,129.2671661376953,87668800,0.0
2021-02-22,127.41579508833543,129.1178642579591,125.01698582464392,125.41513061523438,103916400,0.0
2021-02-23,123.18552158648343,126.12182496782738,117.84044581207941,125.27577209472656,158273000,0.0
2021-02-24,124.36004980718391,124.97716700061287,121.66263012944303,124.76814270019531,111039900,0.0
2021-02-25,124.10125695126106,125.87299327899414,119.98047473458428,120.42838287353516,148199500,0.0
2021-02-26,122.02094882997886,124.27046031752742,120.63740164452577,120.69712829589844,164560400,0.0
2021-03-01,123.17557514941619,127.33617265822234,122.22003220498925,127.19682312011719,116307900,0.0
2021-03-02,127.81393649912262,128.12249507819752,124.42971746063475,124.5392074584961,102260900,0.0
2021-03-03,124.23064299946529,125.12646681524532,121.27442820438102,121.493408203125,112966300,0.0
2021-03-04,121.18484764931381,123.02625859993252,118.06937955651523,119.5723648071289,178155000,0.0
2021-03-05,120.41843185696456,121.37397476594641,117.02425693364088,120.85638427734375,153766600,0.0
2021-03-08,120.36865624258976,120.43833100635491,115.67056476019768,115.81986999511719,154376600,0.0
2021-03-09,118.4774805749733,121.49341458486911,118.23859674287722,120.52791595458984,129525800,0.0
2021-03-10,121.12514205886346,121.60290974330253,118.895534218213,119.42308044433594,111943300,0.0
2021-03-11,121.97118465288507,122.63807276918155,120.69712747727995,121.39387512207031,103026500,0.0
2021-03-12,119.8411201671973,120.60754258464408,118.60687821440854,120.46819305419922,88105100,0.0
2021-03-15,120.84644088270973,123.42441493667984,119.86103081192043,123.41445922851562,92403800,0.0
2021-03-16,125.11651540665312,126.62946403505957,124.14106868016209,124.98712158203125,115227900,0.0
2021-03-17,123.4741819374732,125.27577776462478,121.77211281286188,124.1808853149414,111932600,0.0
2021-03-18,122.3096024416731,122.60821291377552,119.76148809725692,119.97051239013672,121229700,0.0
2021-03-19,119.34344295758068,120.8663397025217,119.12446295091308,119.43302154541016,185549500,0.0
2021-03-22,119.7714518762065,123.29502075216398,119.70177710721781,122.81724548339844,111912300,0.0
2021-03-23,122.75752527404,123.66329726241875,121.57304661833376,121.97119140625,95467100,0.0
2021-03-24,122.24988567271565,122.32951614596386,119.51265080514273,119.53255462646484,88530500,0.0
2021-03-25,118.98511379266193,121.09527579793972,118.447619482054,120.03023529052734,98844700,0.0
2021-03-26,119.7913531295925,120.91611271140722,118.36799065593553,120.6473617553711,94071200,0.0
2021-03-29,121.08531806733555,122.01100143225499,120.1695904100333,120.82652282714844,80819200,0.0
2021-03-30,119.55246148364647,119.8411162426809,118.30826386400481,119.34343719482422,85671900,0.0
2021-03-31,121.08532110547833,122.94663599565658,120.5876420278512,121.58300018310547,118323800,0.0
2021-04-01,123.08598662374494,123.60356949579266,121.92141187217321,122.42904663085938,75089100,0.0
2021-04-05,123.29502162521949,125.57439278967607,122.49873203629848,125.31559753417969,88651200,0.0
2021-04-06,125.91280791643537,126.53988082677132,125.06675499468618,125.62415313720703,80171300,0.0
2021-04-07,125.24591392918724,127.32620875266838,124.55911439704285,127.30630493164062,83466700,0.0
2021-04-08,128.3514242432641,129.78474234052976,127.92342754953134,129.7548828125,88844600,0.0
2021-04-09,129.19748646172843,132.422437036459,128.86901646097633,132.38262939453125,106686700,0.0
2021-04-12,131.90487085972853,132.23334088316173,130.02364449858248,130.6308135986328,91420000,0.0
2021-04-13,131.82523156277313,134.03492779951478,131.31758920235762,133.8059844970703,91266500,0.0
2021-04-14,134.31362525009374,134.37334430637864,131.04885187753848,131.41712951660156,87222800,0.0
2021-04-15,133.19883513386918,134.37335046250578,133.0196627688466,133.87567138671875,89347100,0.0
2021-04-16,133.67661150567397,134.04488918560975,132.66134187227462,133.53726196289062,84922400,0.0
2021-04-19,132.89025273223663,134.8411612655252,132.72104367999597,134.21408081054688,94264200,0.0
2021-04-20,134.39326421248217,134.90089141093645,131.19815780773007,132.49212646484375,94812300,0.0
2021-04-21,131.7455872719539,133.1291343031751,130.6905102077366,132.8802947998047,68847100,0.0
2021-04-22,132.42244530774013,133.52729349274946,130.80002180554408,131.3275604248047,84566500,0.0
2021-04-23,131.5465256183559,134.49277698780242,131.5465256183559,133.69650268554688,78657500,0.0
2021-04-26,134.20414027182642,134.4330683921364,132.94003117731842,134.0946502685547,66905100,0.0
2021-04-27,134.38329147763613,134.78144383000964,133.48747526372443,133.76617431640625,66015800,0.0
2021-04-28,133.6865528874909,134.393263868276,132.46226659555418,132.95994567871094,107760100,0.0
2021-04-29,135.8365235793718,136.43374452535946,131.83517969235734,132.8603973388672,151101000,0.0
2021-04-30,131.1682991990026,132.94003553698587,130.4616033994041,130.84979248046875,109839500,0.0
2021-05-03,131.42707984974066,133.4476708119157,131.21806314921335,131.9247589111328,75135100,0.0
2021-05-04,130.58103857227934,130.879649055886,126.11187499592779,127.25653839111328,137564700,0.0
2021-05-05,128.60027121560285,129.84446891542092,127.37598493161073,127.50538635253906,84000900,0.0
2021-05-06,127.29633791600631,129.14770446029652,126.53986368649504,129.13775634765625,78128300,0.0
2021-05-07,130.46385531962866,130.8726338082685,129.09788797426685,129.82574462890625,78973300,0.22
2021-05-10,129.02808945573798,129.1576954549821,126.43575647825192,126.47563934326172,88071200,0.0
2021-05-11,123.13553030319557,125.89735221074257,122.40768131146172,125.53842163085938,126142800,0.0
2021-05-12,123.03582997191516,124.27216841961196,121.88922226967938,122.40768432617188,112172300,0.0
2021-05-13,124.21234023963059,125.77770653761864,123.8932849307056,124.60118865966797,105861300,0.0
2021-05-14,125.87741226854561,127.51257170847384,125.4785912231507,127.07386779785156,81918000,0.0
2021-05-17,126.44573403267171,126.55541001401073,124.80060191946527,125.89735412597656,74244600,0.0
2021-05-18,126.18649707549481,126.6152283752596,124.41175138103365,124.4815444946289,63342900,0.0
2021-05-19,122.79653798620764,124.55133845622976,122.49742029340352,124.322021484375,92612000,0.0
2021-05-20,124.86042467107386,127.34307405513711,124.73080345856765,126.93428039550781,76857100,0.0
2021-05-21,127.44278348009551,127.62225257705717,124.84048537759114,125.0598373413086,79295400,0.0
2021-05-24,125.63811976558682,127.56242422855433,125.56832665477985,126.72489929199219,63092900,0.0
2021-05-25,127.4427805300367,127.94131254950479,125.947207292269,126.52549743652344,72009500,0.0
2021-05-26,126.58531532031898,127.01404661057596,126.04690805300474,126.47563934326172,56575900,0.0
2021-05-27,126.0668509339606,127.26330643438942,124.7108639764727,124.91027069091797,94625600,0.0
2021-05-28,125.19942213507143,125.4287467145665,124.18243566854291,124.24225616455078,71311100,0.0
2021-06-01,124.710865346905,124.98006517505219,123.5742303269437,123.91322326660156,67637100,0.0
2021-06-02,123.9132211375993,124.8703870533908,123.68390417809512,124.69091796875,59278900,0.0
2021-06-03,124.31205011210446,124.48154658984885,122.76662136192476,123.1754150390625,76229200,0.0
2021-06-04,123.70384980130248,125.78768584135331,123.48449783846776,125.51847839355469,75169300,0.0
2021-06-07,125.79764985098271,125.94720869780429,124.46160806163556,125.52845001220703,71057600,0.0
2021-06-08,126.22638056899046,128.08089961133976,125.83753213318657,126.365966796875,74403800,0.0
2021-06-09,126.8345875136474,127.372994823378,126.1466213500673,126.75482177734375,56877900,0.0
2021-06-10,126.64514161388853,127.811694549929,125.56833463682823,125.73783111572266,71186400,0.0
2021-06-11,126.15658713449425,127.06390522031718,125.72785583368716,126.97416687011719,53522400,0.0
2021-06-14,127.44277903840172,130.15474542136712,126.69499242827024,130.0949249267578,96906500,0.0
2021-06-15,129.55653347725683,130.21458938720454,129.00815355230043,129.25741577148438,62746300,0.0
2021-06-16,129.9852516187814,130.503721272308,128.0808999083178,129.76589965820312,91815000,0.0
2021-06-17,129.41694452548361,132.15882887893133,129.26737806885885,131.40106201171875,96721700,0.0
2021-06-18,130.32425915553597,131.12188604786988,129.85564498872304,130.0749969482422,108953300,0.0
2021-06-21,129.91546352888983,132.01923713533537,128.8286839727481,131.90956115722656,79663300,0.0
2021-06-22,131.7400635642895,133.68430569263452,131.2315589365826,133.5845947265625,74783600,0.0
2021-06-23,133.37523590642195,133.92361584538074,132.8368209795319,133.30543518066406,60214200,0.0
2021-06-24,134.05320516302504,134.24264686505134,132.53768676057152,133.0162811279297,68711000,0.0
2021-06-25,133.0661515416992,133.49487526175716,132.41806063500124,132.71717834472656,70783700,0.0
2021-06-28,133.01629581647197,134.8508621193256,132.95647531738567,134.3822479248047,62111300,0.0
2021-06-29,134.4021897963142,136.08720480925084,133.95352085064522,135.92767333984375,64556100,0.0
2021-06-30,135.76813954229897,137.00448558836587,135.46902184572943,136.55581665039062,63261400,0.0
2021-07-01,136.1968777837351,136.9247191779071,135.35934519473062,136.86489868164062,52485800,0.0
2021-07-02,137.49303310077892,139.58684181348454,137.34348185576783,139.54696655273438,78852600,0.0
2021-07-06,139.65663372325727,142.72753066124207,139.65663372325727,141.6008758544922,108181800,0.0
2021-07-07,143.11638203405371,144.46240403695228,142.2389894110327,144.1433563232422,104911600,0.0
2021-07-08,141.1621713368999,143.63484810818144,140.25485327498055,142.81727600097656,105575500,0.0
2021-07-09,142.32872674443732,145.22016239314667,142.22901577154727,144.6817626953125,99890800,0.0
2021-07-12,145.77852289455822,145.88819887949907,143.57503818393164,144.0735626220703,76299700,0.0
2021-07-13,143.60494060745623,147.0248259778772,143.2061271641818,145.21018981933594,100827100,0.0
2021-07-14,147.66293453114025,149.12859749581065,147.24416064372804,148.70982360839844,127050800,0.0
2021-07-15,148.79957594531697,149.5573275948446,146.65591178820267,148.04180908203125,106820300,0.0
2021-07-16,148.02187567109746,149.31802697624752,145.4494878696903,145.95797729492188,93251400,0.0
2021-07-19,143.32576856577984,143.6448314923213,141.25190518453365,142.02960205078125,121434600,0.0
2021-07-20,143.03662525646737,146.6658822219251,142.53810086443332,145.7186737060547,96350000,0.0
2021-07-21,145.10052271243856,145.69875812768655,144.20318480332517,144.9709014892578,74993500,0.0
2021-07-22,145.5092977161898,147.76262242518573,145.3796765096579,146.36676025390625,77338200,0.0
2021-07-23,147.11456812000915,148.28111350642445,146.48642244510907,148.12158203125,71447400,0.0
2021-07-26,147.83244704963715,149.3878409245479,147.2641218648572,148.55032348632812,72434100,0.0
2021-07-27,148.67990852131214,148.76965447355468,145.12045230423828,146.33685302734375,104818600,0.0
2021-07-28,144.38264280188946,146.53627198809892,142.11933763266677,144.55213928222656,118931200,0.0
2021-07-29,144.26299648124092,146.1175078986066,144.1533205022768,145.21018981933594,56699500,0.0
2021-07-30,143.95390698514336,145.89814905340214,143.68469955607463,145.42953491210938,70382000,0.0
2021-08-02,145.92806299510158,146.5163181358746,144.8213382184106,145.09054565429688,62880000,0.0
2021-08-03,145.3796812006545,147.60309573584897,144.7515355964319,146.92510986328125,64786600,0.0
2021-08-04,146.8353898420356,147.3538442952237,145.84830599388442,146.51632690429688,56368300,0.0
2021-08-05,146.5462413433626,147.4037039958561,145.73863417803614,146.62600708007812,46397700,0.0
2021-08-06,146.13671786524037,146.89560476782142,145.41776596319468,145.92701721191406,54067400,0.22
2021-08-09,145.9869307538381,146.48620207326746,145.30792907295887,145.87709045410156,48908700,0.0
2021-08-10,146.226589560395,147.4947430047614,145.0882515375182,145.3878173828125,69023100,0.0
2021-08-11,145.8371559598131,146.50617770178894,145.3179095195663,145.64743041992188,48493500,0.0
2021-08-12,145.97695721335538,148.832789895175,145.62746117980961,148.6730194091797,72282600,0.0
2021-08-13,148.75290552206627,149.22222180457692,148.05392868743942,148.88272094726562,59318800,0.0
2021-08-16,148.3235230703471,150.96967031583458,146.25654764453859,150.89976501464844,103296000,0.0
2021-08-17,150.0110653749628,151.45894924091692,148.87272730778932,149.97113037109375,92229700,0.0
2021-08-18,149.58168703753987,150.50034441657036,145.93699734444536,146.14669799804688,86326000,0.0
2021-08-19,144.81864163085604,147.7843145677961,144.28941523680092,146.4862060546875,86960300,0.0
2021-08-20,147.22513777658133,148.28359059822196,146.56609593937222,147.9740447998047,59947400,0.0
2021-08-23,148.09386760509653,149.97113278475626,147.67448149323582,149.49183654785156,60131800,0.0
2021-08-24,149.23219659868408,150.64014539765023,148.9326307551623,149.40194702148438,48606400,0.0
2021-08-25,149.5916673196249,150.10093380672495,147.5846021405251,148.14378356933594,58991300,0.0
2021-08-26,148.13381406656808,148.90268096708562,147.29502662769542,147.32498168945312,48597200,0.0
2021-08-27,147.2650751687999,148.53322868159344,146.61602849943415,148.38345336914062,55721500,0.0
2021-08-30,148.7828596119612,153.26632173911798,148.39342857545907,152.8968505859375,90956700,0.0
2021-08-31,152.43752636832846,152.57732173148278,151.0695125611557,151.60873413085938,86453100,0.0
2021-09-01,152.60727594882468,154.75413656465966,152.11798456221337,152.28773498535156,80313700,0.0
2021-09-02,153.6457517676121,154.49451910969364,152.17789286190262,153.4260711669922,71115500,0.0
2021-09-03,153.53591271270227,154.4046551809465,152.86689096413372,154.07513427734375,57808700,0.0
2021-09-07,154.74416003789838,157.0308160665731,154.1650034562373,156.46165466308594,82278300,0.0
2021-09-08,156.7512268596094,156.81113698302713,153.75559879630495,154.8839569091797,74420200,0.0
2021-09-09,155.26340298555775,155.88249455625805,153.72563876365143,153.84547424316406,57305700,0.0
2021-09-10,154.77411010542156,155.253406309191,148.48328838931022,148.75289916992188,140646400,0.0
2021-09-13,150.41048969705358,151.1993317150636,148.5332245713127,149.33206176757812,102404300,0.0
2021-09-14,150.1308900567385,150.8498419670675,146.69590098217805,147.9041290283203,109296300,0.0
2021-09-15,148.3434889262894,149.22221130602753,146.15667815451914,148.81280517578125,83281300,0.0
2021-09-16,148.22366985755806,148.75289623047203,147.00544663478024,148.57315063476562,68034100,0.0
2021-09-17,148.60312492469077,148.60312492469077,145.5475716079783,145.84713745117188,129868800,0.0
2021-09-20,143.59043674534303,144.62891440180235,141.06412504871764,142.731689453125,123478900,0.0
2021-09-21,143.72023384086793,144.38927081308137,142.57191590764458,143.22096252441406,75834000,0.0
2021-09-22,144.23948232402591,146.2165924990185,143.49057533871266,145.637451171875,76404300,0.0
2021-09-23,146.43628222135342,146.86566350935135,145.42775957013913,146.61602783203125,64838200,0.0
2021-09-24,145.44772856527115,147.25508835510638,145.34786820392753,146.7058868408203,53477900,0.0
2021-09-27,145.2580024507956,145.74729384097674,143.61041315095298,145.15814208984375,74150700,0.0
2021-09-28,143.04122948138613,144.5390434026572,141.4835054411124,141.70318603515625,108972300,0.0
2021-09-29,142.26238070542,144.23949099932608,141.82301947642918,142.62185668945312,74602000,0.0
2021-09-30,143.4506486236799,144.16960059003674,141.07411211063632,141.29379272460938,88934200,0.0
2021-10-01,141.69320113931835,142.71171894592376,138.90727374768116,142.44210815429688,94639600,0.0
2021-10-04,141.55340223979798,142.00275862681195,138.06849810179995,138.93722534179688,98322000,0.0
2021-10-05,139.28672364739975,142.0327160120579,139.15690822355563,140.90435791015625,80861100,0.0
2021-10-06,139.2667485458422,141.94283560984178,138.16834550521426,141.79306030273438,83221100,0.0
2021-10-07,142.85151620308105,144.00982939168279,142.5120153419037,143.0811767578125,61732700,0.0
2021-10-08,143.82010004007014,143.9698753464689,142.35224109115418,142.69174194335938,58718700,0.0
2021-10-11,142.06267657163363,144.5989683679772,141.60334021786687,142.6018829345703,64452200,0.0
2021-10-12,143.02126663534725,143.04124175557922,140.83445568479576,141.30377197265625,73035900,0.0
2021-10-13,141.034171787438,141.19392703439576,138.9971362140694,140.70465087890625,78762700,0.0
2021-10-14,141.9029019925287,143.67032681641606,141.3037702851442,143.5504913330078,69907100,0.0
2021-10-15,143.56048873912064,144.68883163314678,143.30085788483387,144.62892150878906,67885200,0.0
2021-10-18,143.2409375271261,146.62599644047575,142.95136686790033,146.33642578125,85589200,0.0
2021-10-19,146.79574801194659,148.95260377098236,146.3364269300445,148.54319763183594,76378900,0.0
2021-10-20,148.48329898502405,149.53177188528653,147.90414238072142,149.04248046875,58418800,0.0
2021-10-21,148.59312427165835,149.42191647145026,147.65449177462776,149.26214599609375,61421000,0.0
2021-10-22,149.4718550502014,149.96113120822127,148.4233821970057,148.4733123779297,58883400,0.0
2021-10-25,148.46332062384622,149.15231752145246,147.40486780467523,148.4233856201172,50720600,0.0
2021-10-26,149.11238167513622,150.6201756513622,148.7928407009003,149.10240173339844,60893400,0.0
2021-10-27,149.14233845062185,149.51179437434413,148.2736111763333,148.63308715820312,56094900,0.0
2021-10-28,149.60166401971063,152.9467726855869,149.50180366217046,152.34765625,100077900,0.0
2021-10-29,147.00545363029664,149.72149092148635,146.19663650250706,149.58169555664062,124850400,0.0
2021-11-01,148.77287498246574,149.48183173184853,147.58460679052797,148.742919921875,74588300,0.0
2021-11-02,148.44335769555576,151.3491205360553,148.43336251741425,149.80137634277344,69122000,0.0
2021-11-03,150.17083825223165,151.74853756982256,149.60167682786778,151.2692413330078,54511500,0.0
2021-11-04,151.35909706188477,152.20784917439678,150.42046453088776,150.74000549316406,60394600,0.0
2021-11-05,151.88999938964844,152.1999969482422,150.05999755859375,151.27999877929688,65414600,0.22
2021-11-08,151.41000366210938,151.57000732421875,150.16000366210938,150.44000244140625,55020900,0.0
2021-11-09,150.1999969482422,151.42999267578125,150.05999755859375,150.80999755859375,56787900,0.0
2021-11-10,150.02000427246094,150.1300048828125,147.85000610351562,147.9199981689453,65187100,0.0
2021-11-11,148.9600067138672,149.42999267578125,147.67999267578125,147.8699951171875,41000000,0.0
2021-11-12,148.42999267578125,150.39999389648438,147.47999572753906,149.99000549316406,63632600,0.0
2021-11-15,150.3699951171875,151.8800048828125,149.42999267578125,150.0,59222800,0.0
2021-11-16,149.94000244140625,151.49000549316406,149.33999633789062,151.0,59256200,0.0
2021-11-17,151.0,155.0,150.99000549316406,153.49000549316406,88807000,0.0
2021-11-18,153.7100067138672,158.6699981689453,153.0500030517578,157.8699951171875,137827700,0.0
2021-11-19,157.64999389648438,161.02000427246094,156.52999877929688,160.5500030517578,117305600,0.0
2021-11-22,161.67999267578125,165.6999969482422,161.0,161.02000427246094,117467900,0.0
2021-11-23,161.1199951171875,161.8000030517578,159.05999755859375,161.41000366210938,96041900,0.0
2021-11-24,160.75,162.13999938964844,159.63999938964844,161.94000244140625,69463600,0.0
2021-11-26,159.57000732421875,160.4499969482422,156.36000061035156,156.80999755859375,76959800,0.0
2021-11-29,159.3699951171875,161.19000244140625,158.7899932861328,160.24000549316406,88748200,0.0
2021-11-30,159.99000549316406,165.52000427246094,159.9199981689453,165.3000030517578,174048100,0.0
2021-12-01,167.47999572753906,170.3000030517578,164.52999877929688,164.77000427246094,152052500,0.0
2021-12-02,158.74000549316406,164.1999969482422,157.8000030517578,163.75999450683594,136739200,0.0
2021-12-03,164.02000427246094,164.9600067138672,159.72000122070312,161.83999633789062,117938300,0.0
2021-12-06,164.2899932861328,167.8800048828125,164.27999877929688,165.32000732421875,107497000,0.0
2021-12-07,169.0800018310547,171.5800018310547,168.33999633789062,171.17999267578125,120405400,0.0
2021-12-08,172.1300048828125,175.9600067138672,170.6999969482422,175.0800018310547,116998900,0.0
2021-12-09,174.91000366210938,176.75,173.9199981689453,174.55999755859375,108923700,0.0
2021-12-10,175.2100067138672,179.6300048828125,174.69000244140625,179.4499969482422,115228100,0.0
2021-12-13,181.1199951171875,182.1300048828125,175.52999877929688,175.74000549316406,153237000,0.0
2021-12-14,175.25,177.74000549316406,172.2100067138672,174.3300018310547,139380400,0.0
2021-12-15,175.11000061035156,179.5,172.30999755859375,179.3000030517578,131063300,0.0
2021-12-16,179.27999877929688,181.13999938964844,170.75,172.25999450683594,150185800,0.0
2021-12-17,169.92999267578125,173.47000122070312,169.69000244140625,171.13999938964844,195432700,0.0
2021-12-20,168.27999877929688,170.5800018310547,167.4600067138672,169.75,107499100,0.0
2021-12-21,171.55999755859375,173.1999969482422,169.1199951171875,172.99000549316406,91185900,0.0
2021-12-22,173.0399932861328,175.86000061035156,172.14999389648438,175.63999938964844,92135300,0.0
2021-12-23,175.85000610351562,176.85000610351562,175.27000427246094,176.27999877929688,68227500,0.0
